transaction_id,date,product_id,product_name,category,region,units_sold,unit_price,revenue,cost,profit,marketing_spend,customer_id,customer_segment,churn_risk
TX-11583,2025-07-12,PROD-104,Smart Edge Gateway,Hardware,East,2,1800,3585.45,1900,1685.45,326.97,CUST-615,New Startup,Low
TX-11584,2025-07-13,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3156.28,2200,956.28,316.71,CUST-188,Growth SMB,High
TX-11585,2025-07-13,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8057.47,2100,5957.47,1109.15,CUST-690,High-Value Enterprise,Low
TX-11586,2025-07-13,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3175.6,2200,975.6,417.22,CUST-960,New Startup,High
TX-11587,2025-07-13,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,2844.44,700,2144.44,343.51,CUST-459,At-Risk Midmarket,High
TX-11588,2025-07-14,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12002.04,4500,7502.04,1609.13,CUST-958,High-Value Enterprise,Medium
TX-11589,2025-07-14,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1852.39,950,902.39,213.92,CUST-213,High-Value Enterprise,Low
TX-11590,2025-07-14,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12475.01,4500,7975.01,1486.09,CUST-467,New Startup,Medium
TX-11591,2025-07-14,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12428.52,4500,7928.52,1167.76,CUST-378,Growth SMB,Medium
TX-11592,2025-07-14,PROD-105,Strategic BI Advisory,Advisory,EMEA,1,12000,12189.99,4500,7689.99,1033.32,CUST-862,Growth SMB,Low
TX-11593,2025-07-15,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11608.56,4500,7108.56,973.14,CUST-698,High-Value Enterprise,Low
TX-11594,2025-07-15,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,2,4500,9207.42,2400,6807.42,963.47,CUST-114,At-Risk Midmarket,High
TX-11595,2025-07-15,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1826.83,950,876.83,242.91,CUST-399,Growth SMB,Low
TX-11596,2025-07-15,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1735.35,950,785.35,234.34,CUST-869,High-Value Enterprise,Medium
TX-11597,2025-07-15,PROD-103,Legacy Data Server V1,Hardware,EMEA,2,3100,6408.55,4400,2008.55,777.99,CUST-830,New Startup,Medium
TX-11598,2025-07-16,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8530.32,2100,6430.32,823.66,CUST-568,At-Risk Midmarket,High
TX-11599,2025-07-16,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,5738.48,1400,4338.48,710.26,CUST-744,Growth SMB,Medium
TX-11600,2025-07-16,PROD-106,Automated ETL Pipeline,Cloud Services,North,4,2900,11024.19,2800,8224.19,1049.74,CUST-590,At-Risk Midmarket,High
TX-11601,2025-07-16,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11534.64,4500,7034.64,1608.32,CUST-523,At-Risk Midmarket,High
TX-11602,2025-07-16,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3052.56,2200,852.56,282.37,CUST-751,High-Value Enterprise,High
TX-11603,2025-07-16,PROD-101,Stratos Enterprise Suite,Cloud Services,South,2,4500,8898.3,2400,6498.3,980.73,CUST-216,Growth SMB,Low
TX-11604,2025-07-17,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8295.7,2100,6195.7,710.31,CUST-275,New Startup,Low
TX-11605,2025-07-17,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,3003.27,700,2303.27,270.43,CUST-162,At-Risk Midmarket,High
TX-11606,2025-07-17,PROD-101,Stratos Enterprise Suite,Cloud Services,East,2,4500,8883.72,2400,6483.72,1088.59,CUST-293,At-Risk Midmarket,High
TX-11607,2025-07-17,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4693.49,1200,3493.49,530.86,CUST-382,High-Value Enterprise,Low
TX-11608,2025-07-17,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1747.19,950,797.19,193.12,CUST-197,New Startup,Medium
TX-11609,2025-07-17,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4333.13,1200,3133.13,569.57,CUST-556,Growth SMB,Medium
TX-11610,2025-07-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,1,8200,8602.74,2100,6502.74,906.21,CUST-188,High-Value Enterprise,Low
TX-11611,2025-07-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,1,8200,8102.72,2100,6002.72,775.93,CUST-605,High-Value Enterprise,Low
TX-11612,2025-07-18,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,3,8200,25683.83,6300,19383.83,3441.47,CUST-997,New Startup,Low
TX-11613,2025-07-18,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4338.77,1200,3138.77,502.84,CUST-767,At-Risk Midmarket,High
TX-11614,2025-07-18,PROD-104,Smart Edge Gateway,Hardware,East,2,1800,3565.68,1900,1665.68,377.05,CUST-565,High-Value Enterprise,Low
TX-11615,2025-07-19,PROD-106,Automated ETL Pipeline,Cloud Services,APAC,1,2900,3025.72,700,2325.72,337.69,CUST-442,High-Value Enterprise,Low
TX-11616,2025-07-19,PROD-104,Smart Edge Gateway,Hardware,South,2,1800,3467.96,1900,1567.96,319.94,CUST-949,Growth SMB,Medium
TX-11617,2025-07-19,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,7797.84,2100,5697.84,734.77,CUST-271,New Startup,Medium
TX-11618,2025-07-19,PROD-104,Smart Edge Gateway,Hardware,APAC,1,1800,1809.9,950,859.9,171.23,CUST-862,New Startup,Low
TX-11619,2025-07-19,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11989.94,4500,7489.94,972.46,CUST-242,High-Value Enterprise,Medium
TX-11620,2025-07-19,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12068.81,4500,7568.81,1608.96,CUST-926,High-Value Enterprise,Medium
TX-11621,2025-07-20,PROD-104,Smart Edge Gateway,Hardware,East,2,1800,3461.12,1900,1561.12,306.15,CUST-973,At-Risk Midmarket,High
TX-11622,2025-07-20,PROD-104,Smart Edge Gateway,Hardware,West,2,1800,3741.41,1900,1841.41,523.42,CUST-281,Growth SMB,Low
TX-11623,2025-07-20,PROD-106,Automated ETL Pipeline,Cloud Services,North,4,2900,11818.41,2800,9018.41,1309.06,CUST-946,At-Risk Midmarket,High
TX-11624,2025-07-20,PROD-106,Automated ETL Pipeline,Cloud Services,West,4,2900,11810.88,2800,9010.88,1263.4,CUST-707,Growth SMB,Medium
TX-11625,2025-07-20,PROD-101,Stratos Enterprise Suite,Cloud Services,West,2,4500,8731.62,2400,6331.62,735.48,CUST-618,Growth SMB,Low
TX-11626,2025-07-20,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12046.21,4500,7546.21,1147.58,CUST-940,High-Value Enterprise,Medium
TX-11627,2025-07-21,PROD-106,Automated ETL Pipeline,Cloud Services,EMEA,3,2900,8806.41,2100,6706.41,734.08,CUST-726,New Startup,Low
TX-11628,2025-07-21,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3038.39,2200,838.39,295.02,CUST-477,High-Value Enterprise,High
TX-11629,2025-07-21,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11836.27,4500,7336.27,1653.35,CUST-433,Growth SMB,Low
TX-11630,2025-07-21,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3065.64,2200,865.64,384.29,CUST-808,At-Risk Midmarket,High
TX-11631,2025-07-21,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1810.77,950,860.77,171.69,CUST-684,Growth SMB,Low
TX-11632,2025-07-21,PROD-106,Automated ETL Pipeline,Cloud Services,East,1,2900,2809.91,700,2109.91,260.45,CUST-747,High-Value Enterprise,Low
TX-11633,2025-07-21,PROD-104,Smart Edge Gateway,Hardware,South,2,1800,3499.17,1900,1599.17,478.8,CUST-913,High-Value Enterprise,Low
TX-11634,2025-07-22,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,3032.39,700,2332.39,386.16,CUST-269,High-Value Enterprise,Low
TX-11635,2025-07-22,PROD-104,Smart Edge Gateway,Hardware,North,1,1800,1828.23,950,878.23,232.39,CUST-578,Growth SMB,Low
TX-11636,2025-07-22,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,1,4500,4662.24,1200,3462.24,409.55,CUST-206,Growth SMB,Low
TX-11637,2025-07-22,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8261.3,2100,6161.3,823.54,CUST-484,High-Value Enterprise,Low
TX-11638,2025-07-22,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8591.73,2100,6491.73,1094.89,CUST-617,High-Value Enterprise,Medium
TX-11639,2025-07-22,PROD-106,Automated ETL Pipeline,Cloud Services,Central,6,2900,17519.66,4200,13319.66,2232.7,CUST-389,High-Value Enterprise,Medium
TX-11640,2025-07-22,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2819.53,700,2119.53,345.53,CUST-510,Growth SMB,Medium
TX-11641,2025-07-23,PROD-101,Stratos Enterprise Suite,Cloud Services,South,5,4500,23419.48,6000,17419.48,3009.66,CUST-968,Growth SMB,Low
TX-11642,2025-07-23,PROD-106,Automated ETL Pipeline,Cloud Services,North,2,2900,5760.59,1400,4360.59,643.31,CUST-991,Growth SMB,Medium
TX-11643,2025-07-23,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3198.41,2200,998.41,279.34,CUST-790,Growth SMB,High
TX-11644,2025-07-23,PROD-106,Automated ETL Pipeline,Cloud Services,South,2,2900,5821.73,1400,4421.73,515.55,CUST-326,Growth SMB,Low
TX-11645,2025-07-23,PROD-104,Smart Edge Gateway,Hardware,South,3,1800,5650.01,2850,2800.01,733.89,CUST-699,High-Value Enterprise,Medium
TX-11646,2025-07-24,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1786.73,950,836.73,156.98,CUST-157,Growth SMB,Low
TX-11647,2025-07-24,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3250.35,2200,1050.35,278.8,CUST-606,High-Value Enterprise,Low
TX-11648,2025-07-24,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,6406.4,4400,2006.4,610.1,CUST-459,Growth SMB,High
TX-11649,2025-07-24,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11786.93,4500,7286.93,1345.48,CUST-304,New Startup,Low
TX-11650,2025-07-24,PROD-106,Automated ETL Pipeline,Cloud Services,East,2,2900,5672.97,1400,4272.97,594.4,CUST-854,High-Value Enterprise,Low
TX-11651,2025-07-24,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1792.09,950,842.09,147.52,CUST-311,At-Risk Midmarket,High
TX-11652,2025-07-25,PROD-105,Strategic BI Advisory,Advisory,Central,1,12000,12235.85,4500,7735.85,1416.96,CUST-211,Growth SMB,Low
TX-11653,2025-07-25,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,3,8200,24297.4,6300,17997.4,3287.7,CUST-355,Growth SMB,Low
TX-11654,2025-07-25,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8265.78,2100,6165.78,1101.72,CUST-326,At-Risk Midmarket,High
TX-11655,2025-07-25,PROD-101,Stratos Enterprise Suite,Cloud Services,West,3,4500,12889.54,3600,9289.54,1221.77,CUST-981,At-Risk Midmarket,High
TX-11656,2025-07-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8400.6,2100,6300.6,684.16,CUST-826,New Startup,Medium
TX-11657,2025-07-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,1,8200,8346.84,2100,6246.84,1050.06,CUST-243,Growth SMB,Medium
TX-11658,2025-07-26,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11653.05,4500,7153.05,1099.16,CUST-689,Growth SMB,Low
TX-11659,2025-07-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,6,8200,48717.45,12600,36117.45,5787.43,CUST-141,New Startup,Low
TX-11660,2025-07-26,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3183.46,2200,983.46,392.72,CUST-807,New Startup,High
TX-11661,2025-07-26,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2976.95,700,2276.95,398.14,CUST-332,Growth SMB,Low
TX-11662,2025-07-26,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7954.18,2100,5854.18,690.37,CUST-315,Growth SMB,Low
TX-11663,2025-07-27,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4571.88,1200,3371.88,523.52,CUST-703,At-Risk Midmarket,High
TX-11664,2025-07-27,PROD-106,Automated ETL Pipeline,Cloud Services,North,4,2900,11890.45,2800,9090.45,1003.44,CUST-670,Growth SMB,Low
TX-11665,2025-07-27,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8279.06,2100,6179.06,911.04,CUST-582,At-Risk Midmarket,High
TX-11666,2025-07-27,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8423.47,2100,6323.47,808.05,CUST-748,New Startup,Low
TX-11667,2025-07-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8077.58,2100,5977.58,751.26,CUST-672,At-Risk Midmarket,High
TX-11668,2025-07-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,7871.72,2100,5771.72,827.63,CUST-988,High-Value Enterprise,Low
TX-11669,2025-07-28,PROD-106,Automated ETL Pipeline,Cloud Services,South,2,2900,5813.91,1400,4413.91,512.16,CUST-764,Growth SMB,Low
TX-11670,2025-07-28,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,1,8200,8067.04,2100,5967.04,683.05,CUST-119,High-Value Enterprise,Low
TX-11671,2025-07-28,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12207.18,4500,7707.18,1407.75,CUST-866,At-Risk Midmarket,High
TX-11672,2025-07-29,PROD-106,Automated ETL Pipeline,Cloud Services,East,5,2900,14870.41,3500,11370.41,1975.05,CUST-699,At-Risk Midmarket,High
TX-11673,2025-07-29,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3114.13,2200,914.13,282.73,CUST-229,At-Risk Midmarket,High
TX-11674,2025-07-29,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11784.25,4500,7284.25,1213.59,CUST-757,At-Risk Midmarket,High
TX-11675,2025-07-29,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1884.63,950,934.63,233.27,CUST-783,Growth SMB,Low
TX-11676,2025-07-29,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,11449.57,4500,6949.57,1471.89,CUST-564,High-Value Enterprise,Low
TX-11677,2025-07-29,PROD-104,Smart Edge Gateway,Hardware,East,3,1800,5329.76,2850,2479.76,690.82,CUST-941,Growth SMB,Medium
TX-11678,2025-07-29,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2842.79,700,2142.79,310.33,CUST-248,Growth SMB,Low
TX-11679,2025-07-30,PROD-106,Automated ETL Pipeline,Cloud Services,South,1,2900,3040.93,700,2340.93,249.03,CUST-398,Growth SMB,Low
TX-11680,2025-07-30,PROD-103,Legacy Data Server V1,Hardware,West,1,3100,3159.07,2200,959.07,274.33,CUST-848,Growth SMB,Low
TX-11681,2025-07-30,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4441.48,1200,3241.48,395.69,CUST-137,High-Value Enterprise,Low
TX-11682,2025-07-31,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,3090.47,2200,890.47,342.05,CUST-609,At-Risk Midmarket,High
TX-11683,2025-07-31,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3232.22,2200,1032.22,260.48,CUST-278,New Startup,High
TX-11684,2025-07-31,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,4,4500,18312.77,4800,13512.77,1890.14,CUST-854,Growth SMB,Low
TX-11685,2025-07-31,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4432.09,1200,3232.09,389.7,CUST-155,New Startup,Medium
TX-11686,2025-07-31,PROD-104,Smart Edge Gateway,Hardware,APAC,2,1800,3607.45,1900,1707.45,468.04,CUST-362,At-Risk Midmarket,High
TX-11687,2025-07-31,PROD-101,Stratos Enterprise Suite,Cloud Services,EMEA,2,4500,9227.13,2400,6827.13,1177.03,CUST-571,Growth SMB,Medium
TX-11688,2025-08-01,PROD-104,Smart Edge Gateway,Hardware,West,1,1800,1798.08,950,848.08,231.59,CUST-910,Growth SMB,Low
TX-11689,2025-08-01,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4341.12,1200,3141.12,496.57,CUST-377,High-Value Enterprise,Medium
TX-11690,2025-08-01,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8121.44,2100,6021.44,991.72,CUST-922,Growth SMB,Medium
TX-11691,2025-08-01,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1724.48,950,774.48,154.15,CUST-124,New Startup,Medium
TX-11692,2025-08-01,PROD-101,Stratos Enterprise Suite,Cloud Services,East,5,4500,22960.77,6000,16960.77,2279.1,CUST-386,At-Risk Midmarket,High
TX-11693,2025-08-01,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,2991.26,2200,791.26,389.64,CUST-921,Growth SMB,Medium
TX-11694,2025-08-01,PROD-104,Smart Edge Gateway,Hardware,APAC,1,1800,1717.24,950,767.24,214.99,CUST-426,Growth SMB,Low
TX-11695,2025-08-02,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,2,8200,16053.95,4200,11853.95,2054.52,CUST-421,Growth SMB,Medium
TX-11696,2025-08-02,PROD-101,Stratos Enterprise Suite,Cloud Services,East,3,4500,14105.99,3600,10505.99,1179.92,CUST-278,At-Risk Midmarket,High
TX-11697,2025-08-02,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4436.17,1200,3236.17,406.25,CUST-986,Growth SMB,Low
TX-11698,2025-08-02,PROD-103,Legacy Data Server V1,Hardware,Central,1,3100,3158.7,2200,958.7,379.22,CUST-581,Growth SMB,High
TX-11699,2025-08-02,PROD-103,Legacy Data Server V1,Hardware,North,1,3100,3183.09,2200,983.09,257.06,CUST-266,New Startup,Low
TX-11700,2025-08-02,PROD-103,Legacy Data Server V1,Hardware,South,1,3100,2958.31,2200,758.31,312.63,CUST-668,Growth SMB,Low
TX-11701,2025-08-03,PROD-105,Strategic BI Advisory,Advisory,APAC,1,12000,12462.49,4500,7962.49,1504.32,CUST-748,At-Risk Midmarket,High
TX-11702,2025-08-03,PROD-105,Strategic BI Advisory,Advisory,West,1,12000,12228.45,4500,7728.45,1663.94,CUST-215,Growth SMB,Medium
TX-11703,2025-08-03,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12098.84,4500,7598.84,1684.33,CUST-225,High-Value Enterprise,Low
TX-11704,2025-08-03,PROD-105,Strategic BI Advisory,Advisory,South,1,12000,11565.7,4500,7065.7,1017.05,CUST-482,Growth SMB,Low
TX-11705,2025-08-03,PROD-103,Legacy Data Server V1,Hardware,EMEA,1,3100,3086.86,2200,886.86,307.06,CUST-503,Growth SMB,High
TX-11706,2025-08-03,PROD-103,Legacy Data Server V1,Hardware,EMEA,1,3100,2991.61,2200,791.61,315.35,CUST-338,New Startup,High
TX-11707,2025-08-03,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,7867.34,2100,5767.34,831.48,CUST-424,Growth SMB,Low
TX-11708,2025-08-04,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,12028.61,4500,7528.61,1643.84,CUST-146,High-Value Enterprise,Low
TX-11709,2025-08-04,PROD-103,Legacy Data Server V1,Hardware,Central,2,3100,5996.84,4400,1596.84,774.87,CUST-797,Growth SMB,High
TX-11710,2025-08-04,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8331.93,2100,6231.93,942.13,CUST-232,Growth SMB,Low
TX-11711,2025-08-04,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,1,4500,4623.98,1200,3423.98,594.32,CUST-659,New Startup,Low
TX-11712,2025-08-04,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1849.21,950,899.21,153.71,CUST-943,Growth SMB,Low
TX-11713,2025-08-04,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2766.75,700,2066.75,323.05,CUST-127,At-Risk Midmarket,High
TX-11714,2025-08-05,PROD-101,Stratos Enterprise Suite,Cloud Services,West,3,4500,14133.48,3600,10533.48,1297.98,CUST-556,High-Value Enterprise,Low
TX-11715,2025-08-05,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11410.64,4500,6910.64,1148.89,CUST-777,Growth SMB,Low
TX-11716,2025-08-05,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11816.95,4500,7316.95,1390.95,CUST-204,Growth SMB,Low
TX-11717,2025-08-05,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3044.99,2200,844.99,321.14,CUST-546,At-Risk Midmarket,High
TX-11718,2025-08-05,PROD-106,Automated ETL Pipeline,Cloud Services,East,4,2900,11603.92,2800,8803.92,1372.96,CUST-126,Growth SMB,Medium
TX-11719,2025-08-05,PROD-104,Smart Edge Gateway,Hardware,South,1,1800,1843.25,950,893.25,232.62,CUST-427,High-Value Enterprise,Medium
TX-11720,2025-08-06,PROD-102,AI Analytics Engine Pro,Enterprise AI,EMEA,1,8200,8532.88,2100,6432.88,982.19,CUST-121,Growth SMB,Medium
TX-11721,2025-08-06,PROD-103,Legacy Data Server V1,Hardware,EMEA,1,3100,3107.46,2200,907.46,419.16,CUST-370,High-Value Enterprise,Low
TX-11722,2025-08-06,PROD-105,Strategic BI Advisory,Advisory,North,1,12000,11894.28,4500,7394.28,1003.91,CUST-206,Growth SMB,Medium
TX-11723,2025-08-06,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,2,4500,8747.13,2400,6347.13,737.51,CUST-492,High-Value Enterprise,Low
TX-11724,2025-08-06,PROD-101,Stratos Enterprise Suite,Cloud Services,Central,1,4500,4611.85,1200,3411.85,618.6,CUST-898,Growth SMB,Low
TX-11725,2025-08-06,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4720.54,1200,3520.54,468.98,CUST-788,New Startup,Medium
TX-11726,2025-08-06,PROD-101,Stratos Enterprise Suite,Cloud Services,North,1,4500,4344.28,1200,3144.28,584.69,CUST-611,Growth SMB,Low
TX-11727,2025-08-07,PROD-104,Smart Edge Gateway,Hardware,APAC,1,1800,1781.97,950,831.97,181.13,CUST-857,High-Value Enterprise,Medium
TX-11728,2025-08-07,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,11985.55,4500,7485.55,1515.5,CUST-304,New Startup,Low
TX-11729,2025-08-07,PROD-101,Stratos Enterprise Suite,Cloud Services,South,1,4500,4544.19,1200,3344.19,413.58,CUST-659,New Startup,Medium
TX-11730,2025-08-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,1,8200,8326.42,2100,6226.42,819.86,CUST-100,Growth SMB,Medium
TX-11731,2025-08-07,PROD-101,Stratos Enterprise Suite,Cloud Services,APAC,1,4500,4515.0,1200,3315.0,539.86,CUST-732,Growth SMB,Low
TX-11732,2025-08-07,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,7943.37,2100,5843.37,801.22,CUST-682,Growth SMB,Low
TX-11733,2025-08-07,PROD-101,Stratos Enterprise Suite,Cloud Services,East,3,4500,13277.64,3600,9677.64,1847.35,CUST-579,High-Value Enterprise,Low
TX-11734,2025-08-08,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8315.01,2100,6215.01,1159.31,CUST-583,High-Value Enterprise,Low
TX-11735,2025-08-08,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2967.82,700,2267.82,414.56,CUST-557,Growth SMB,Medium
TX-11736,2025-08-08,PROD-103,Legacy Data Server V1,Hardware,East,2,3100,6504.37,4400,2104.37,581.2,CUST-951,At-Risk Midmarket,High
TX-11737,2025-08-08,PROD-101,Stratos Enterprise Suite,Cloud Services,North,4,4500,18375.67,4800,13575.67,1900.96,CUST-197,Growth SMB,Medium
TX-11738,2025-08-08,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1849.98,950,899.98,202.69,CUST-262,New Startup,Low
TX-11739,2025-08-09,PROD-104,Smart Edge Gateway,Hardware,East,1,1800,1859.97,950,909.97,153.84,CUST-600,Growth SMB,Low
TX-11740,2025-08-09,PROD-106,Automated ETL Pipeline,Cloud Services,Central,2,2900,5668.46,1400,4268.46,592.58,CUST-718,High-Value Enterprise,Low
TX-11741,2025-08-09,PROD-101,Stratos Enterprise Suite,Cloud Services,East,3,4500,14014.69,3600,10414.69,1638.24,CUST-691,At-Risk Midmarket,High
TX-11742,2025-08-09,PROD-106,Automated ETL Pipeline,Cloud Services,East,3,2900,8992.42,2100,6892.42,1085.24,CUST-567,High-Value Enterprise,Low
TX-11743,2025-08-09,PROD-104,Smart Edge Gateway,Hardware,Central,1,1800,1734.68,950,784.68,194.82,CUST-990,At-Risk Midmarket,High
TX-11744,2025-08-09,PROD-101,Stratos Enterprise Suite,Cloud Services,West,1,4500,4669.04,1200,3469.04,403.94,CUST-548,Growth SMB,Low
TX-11745,2025-08-09,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8505.47,2100,6405.47,948.21,CUST-861,High-Value Enterprise,Low
TX-11746,2025-08-10,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8414.24,2100,6314.24,1154.89,CUST-997,High-Value Enterprise,Medium
TX-11747,2025-08-10,PROD-106,Automated ETL Pipeline,Cloud Services,North,1,2900,2842.73,700,2142.73,249.89,CUST-170,At-Risk Midmarket,High
TX-11748,2025-08-10,PROD-102,AI Analytics Engine Pro,Enterprise AI,APAC,1,8200,8093.08,2100,5993.08,818.62,CUST-164,High-Value Enterprise,Low
TX-11749,2025-08-10,PROD-106,Automated ETL Pipeline,Cloud Services,South,5,2900,15207.73,3500,11707.73,1616.66,CUST-436,Growth SMB,Medium
TX-11750,2025-08-10,PROD-102,AI Analytics Engine Pro,Enterprise AI,Central,1,8200,8095.14,2100,5995.14,943.76,CUST-427,Growth SMB,Medium
TX-11751,2025-08-11,PROD-102,AI Analytics Engine Pro,Enterprise AI,North,1,8200,8580.62,2100,6480.62,981.6,CUST-796,Growth SMB,Low
TX-11752,2025-08-11,PROD-106,Automated ETL Pipeline,Cloud Services,Central,1,2900,2879.92,700,2179.92,288.7,CUST-883,Growth SMB,Medium
TX-11753,2025-08-11,PROD-102,AI Analytics Engine Pro,Enterprise AI,South,5,8200,40965.92,10500,30465.92,5422.12,CUST-542,New Startup,Low
TX-11754,2025-08-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,West,2,8200,16244.5,4200,12044.5,2202.33,CUST-240,High-Value Enterprise,Low
TX-11755,2025-08-12,PROD-105,Strategic BI Advisory,Advisory,East,1,12000,12533.12,4500,8033.12,1310.9,CUST-895,High-Value Enterprise,Medium
TX-11756,2025-08-12,PROD-106,Automated ETL Pipeline,Cloud Services,Central,6,2900,17200.85,4200,13000.85,2349.25,CUST-560,At-Risk Midmarket,High
TX-11757,2025-08-12,PROD-102,AI Analytics Engine Pro,Enterprise AI,East,1,8200,8162.7,2100,6062.7,1002.93,CUST-919,Growth SMB,Low
TX-11758,2025-08-12,PROD-103,Legacy Data Server V1,Hardware,East,1,3100,3227.0,2200,1027.0,301.83,CUST-168,High-Value Enterprise,High
